央视卫视,#genre#
山东综艺蓝光,http://120.221.5.177:8089/PLTV/88888888/224/3221225855/index.m3u8
山东综艺蓝光,http://120.221.5.113:8089/PLTV/88888888/224/3221225855/index.m3u8
山东综艺蓝光,http://120.221.5.101:8089/PLTV/88888888/224/3221225855/index.m3u8
山东综艺蓝光,http://120.221.5.50:8089/PLTV/88888888/224/3221225855/index.m3u8
山东农科蓝光,http://120.221.5.113:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科蓝光,http://120.221.5.111:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科蓝光,http://120.221.5.233:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科蓝光,http://120.221.5.236:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科蓝光,http://120.221.5.239:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科蓝光,http://120.221.5.101:8089/PLTV/88888888/224/3221226018/index.m3u8
山东体育蓝光,http://120.221.5.111:8089/PLTV/88888888/224/3221226075/index.m3u8
山东体育蓝光,http://120.221.5.113:8089/PLTV/88888888/224/3221226075/index.m3u8
山东少儿蓝光,http://120.221.5.111:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿蓝光,http://120.221.5.113:8089/PLTV/88888888/224/3221226195/index.m3u8
山东少儿蓝光,http://120.221.5.50:8089/PLTV/88888888/224/3221226195/index.m3u8
山东影视蓝光,http://120.221.5.165:8089/PLTV/88888888/224/3221225802/index.m3u8
山东影视蓝光,http://120.221.5.171:8089/PLTV/88888888/224/3221225802/index.m3u8
山东齐鲁蓝光,http://120.221.5.113:8089/PLTV/88888888/224/3221226045/index.m3u8
山东齐鲁蓝光,http://120.221.5.50:8089/PLTV/88888888/224/3221226045/index.m3u8
山东齐鲁蓝光,http://120.221.5.108:8089/PLTV/88888888/224/3221226045/index.m3u8
山东齐鲁蓝光,http://120.221.5.101:8089/PLTV/88888888/224/3221226045/index.m3u8
山东教育蓝光,http://120.221.5.101:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育蓝光,http://120.221.5.108:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育蓝光,http://120.221.5.50:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育蓝光,http://120.221.5.113:8089/PLTV/88888888/224/3221226049/index.m3u8
峨眉电影蓝光,http://scgctvshow.sctv.com/hdlive/emei/1.m3u8
北京纪实蓝光,http://112.50.243.8/PLTV/88888888/224/3221225944/1.m3u8
纪实频道蓝光,http://112.50.243.8/PLTV/88888888/224/3221225946/1.m3u8
极速汽车蓝光,http://112.50.243.8/PLTV/88888888/224/3221226140/1.m3u8
华数_李子柒高清,http://hls-ott-zhibo.wasu.tv/live/443/index.m3u8
CNTV动画王国,http://183.207.249.7/PLTV/3/224/3221225555/index.m3u8  
奥特曼,http://baiducdnct.inter.iqiyi.com/tslive/c20_lb_aoteman_720p_t10/c20_lb_aoteman_720p_t10.m3u8 
黑霉动画,http://183.207.249.15/PLTV/3/224/3221225555/index.m3u8 
名侦探柯南,http://jvc.flashapp.cn/baiducdnct.inter.iqiyi.com/tslive/c20_lb_mingzhentankenan_720p_t10/c20_lb_mingzhentankenan_720p_t10.m3u8 
大头儿子小头爸爸,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_datouerzi_1080p_t10/c16_lb_datouerzi_1080p_t10.m3u8 
北京少儿蓝光,http://ivi.bupt.edu.cn/hls/btv10.m3u8 
重庆少儿,http://219.153.252.50/PLTV/88888888/224/3221225646/1.m3u8 
卡酷少儿,http://223.82.250.72/live/kakukaton/1.m3u8
金鹰卡通,http://223.82.250.72/live/jinyingkaton/1.m3u8
炫动卡通,http://223.82.250.72/live/xuandongkaton/1.m3u8
优漫卡通,http://223.82.250.72/live/youmankaton/1.m3u8
优漫卡通,http://m-tvlmedia.public.bcs.ysten.com/ysten-business/live/youmankaton/1.m3u8 
金鹰卡通,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8 
FZTV-少儿,http://live1.fzntv.cn/live/zohi_fztv4/playlist.m3u8  
金鹰卡通,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225906/1.m3u8 
优漫卡通,http://111.40.205.83/PLTV/88888888/224/3221225656/index.m3u8 
炫动卡通,http://111.40.205.80/PLTV/88888888/224/3221225657/index.m3u8 
金鹰卡通,http://m-tvlmedia.public.bcs.ysten.com/ysten-business/live/jinyingkaton/1.m3u8 
嘉佳卡通,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226011/index.m3u8 
炫动卡通,http://211.137.115.110:8080/gitv_live/G_XUANDONG/G_XUANDONG.m3u8
嘉佳卡通,http://211.137.115.110:8080/gitv_live/G_JIAJIA/G_JIAJIA.m3u8
金鹰卡通,http://211.137.115.110:8080/gitv_live/G_JINYING/G_JINYING.m3u8
卡酷少儿,http://211.137.115.110:8080/gitv_live/G_KAKU/G_KAKU.m3u8
优漫卡通,http://211.137.115.110:8080/gitv_live/G_YOUMAN/G_YOUMAN.m3u8
武汉少儿,http://stream.appwuhan.com/7tzb/sd/live.m3u8
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/flv:500k/live
锐剑动画①,http://112.50.243.8/PLTV/88888888/224/3221226732/1.m3u8 
锐剑动画②,http://112.50.243.8/PLTV/88888888/224/3221226743/1.m3u8
CNTV动画王国,http://183.207.249.7/PLTV/3/224/3221225555/index.m3u8
黑霉动画,http://183.207.249.15/PLTV/3/224/3221225555/index.m3u8
北京少儿蓝光,http://ivi.bupt.edu.cn/hls/btv10.m3u8
动漫秀场蓝光,http://112.50.243.8/PLTV/88888888/224/3221226141/1.m3u8
FZTV-少儿,http://live1.fzntv.cn/live/zohi_fztv4/playlist.m3u8
经典動漫①,http://106.54.30.243/dl/YY.php?t=1349469149
經典動漫②,http://106.54.30.243/dl/YY.php?t=1353098382
猫和老鼠,http://ikands.xyz/dl/iqy?id=3801586&token=1216154892
奥特曼片,http://ikands.xyz/dl/iqy?id=3801762&token=1216154892
蜡笔小新,http://ikands.xyz/dl/iqy?id=3801763&token=1216154892
怀旧动画,http://ikands.xyz/dl/iqy?id=3801764&token=1216154892
大头儿子,http://ikands.xyz/dl/iqy?id=3801833&token=1216154892
喜羊羊片,http://ikands.xyz/dl/iqy?id=3801834&token=1216154892
铠甲勇士,http://ikands.xyz/dl/iqy?id=3801835&token=1216154892
童年经典,http://ikands.xyz/dl/iqy?id=3801836&token=1216154892
玩具乐园,http://ikands.xyz/dl/iqy?id=3801854&token=1216154892
天琪播客,http://ikands.xyz/dl/iqy?id=3801866&token=1216154892
动画电影,http://ikands.xyz/dl/iqy?id=3802064&token=1216154892
动画小天地,http://ikands.xyz/dl/iqy?id=3802067&token=1216154892
悠然小天,http://ikands.xyz/dl/iqy?id=3802068&token=1216154892
文化奇谈,http://ikands.xyz/dl/iqy?id=3802071&token=1216154892
爆笑虫子,http://ikands.xyz/dl/iqy?id=3802215&token=1216154892
小猪佩奇,http://ikands.xyz/dl/iqy?id=3802216&token=1216154892
倒霉熊片,http://ikands.xyz/dl/iqy?id=3802217&token=1216154892
英语儿歌,http://ikands.xyz/dl/iqy?id=3802218&token=1216154892
儿歌大全,http://ikands.xyz/dl/iqy?id=3802219&token=1216154892
贝瓦儿歌,http://ikands.xyz/dl/iqy?id=3802223&token=1216154892
兔贝儿歌,http://ikands.xyz/dl/iqy?id=3802224&token=1216154892
宝宝巴士,http://ikands.xyz/dl/iqy?id=3802226&token=1216154892
巧虎宝宝,http://ikands.xyz/dl/iqy?id=3802229&token=1216154892
游戏攻略,http://ikands.xyz/dl/iqy?id=3801211&token=1216154892
儿童乐园,http://ikands.xyz/dl/iqy?id=3801887&token=1216154892
宝宝课堂,http://ikands.xyz/dl/iqy?id=3801865&token=1216154892
亲子启蒙,http://ikands.xyz/dl/iqy?id=3801855&token=1216154892
哈哈炫动，http://keonline.shanghai.liveplay.qq.com/live/program/live/hhxdhd/4000000/mnf.m3u8
中国广电情感影院,http://cbnlive.cbchot.com/live/qingganyingyuan_1.m3u8?123
中国广电经典剧场,http://cbnlive.cbchot.com/live/jingdianjuchang_1.m3u8?123
中国广电记录,http://cbnlive.cbchot.com/live/jilupian_1.m3u8?123
中国广电旅游,http://cbnlive.cbchot.com/live/lvyou_1.m3u8?123
中国广电少儿,http://cbnlive.cbchot.com/live/shaoer_test_hd_1.m3u8?123
中国广电嗨播,http://cbnlive.cbchot.com/live/haibo_1.m3u8?123
中国广电风尚运动,http://cbnlive.cbchot.com/live/fengshangyundong_1.m3u8?123
中国广电情感影院,http://cbnlive.cbchot.com/live/qingganyingyuan_1.m3u8
中国广电经典剧场,http://cbnlive.cbchot.com/live/jingdianjuchang_1.m3u8
中国广电记录,http://cbnlive.cbchot.com/live/jilupian_1.m3u8
中国广电旅游,http://cbnlive.cbchot.com/live/lvyou_1.m3u8
中国广电少儿,http://cbnlive.cbchot.com/live/shaoer_test_hd_1.m3u8
CBN每日影院,http://117.59.8.2/PLTV/88888888/224/3221227357/index.m3u8
CBN风尚生活,http://117.59.8.2/PLTV/88888888/224/3221227351/index.m3u8
CBN幸福剧场,http://117.59.8.2/PLTV/88888888/224/3221227360/index.m3u8
CBN幸福娱乐,http://117.59.8.2/PLTV/88888888/224/3221227375/index.m3u8
CIBN精品影院,https://live.elibei.com/tv/channel/cibn?id=0
CIBN生活,https://live.elibei.com/tv/channel/cibn?id=1
CIBN军事,https://live.elibei.com/tv/channel/cibn?id=2
CIBN怡家,https://live.elibei.com/tv/channel/cibn?id=4
CIBN文旅中国,https://live.elibei.com/tv/channel/cibn?id=5
CIBN今日推荐,https://live.elibei.com/tv/channel/cibn?id=6
CIBN嗨播1,https://live.elibei.com/tv/channel/cibn?id=7
CIBN时尚生活,https://live.elibei.com/tv/channel/cibn?id=8
CIBN留学世界,https://live.elibei.com/tv/channel/cibn?id=9
CIBN经典剧场,https://live.elibei.com/tv/channel/cibn?id=10
CIBN风尚运动,https://live.elibei.com/tv/channel/cibn?id=11
CIBN汽车,https://live.elibei.com/tv/channel/cibn?id=12
CIBN快乐购物,https://live.elibei.com/tv/channel/cibn?id=13
CIBN映画,https://live.elibei.com/tv/channel/cibn?id=14
CIBN嗨播2,https://live.elibei.com/tv/channel/cibn?id=15
CIBN情感影院,https://live.elibei.com/tv/channel/cibn?id=16
CIBN骄阳剧场,https://live.elibei.com/tv/channel/cibn?id=17
CIBN健康,https://live.elibei.com/tv/channel/cibn?id=18
CIBN嗨播3,https://live.elibei.com/tv/channel/cibn?id=19
CIBN全球购,https://live.elibei.com/tv/channel/cibn?id=20
CIBN全电竞,https://live.elibei.com/tv/channel/cibn?id=21
CIBN喜剧影院,https://live.elibei.com/tv/channel/cibn?id=22
CIBN炫佳动漫,https://live.elibei.com/tv/channel/cibn?id=23
CIBN微电影,https://live.elibei.com/tv/channel/cibn?id=24
CIBN嗨播4,https://live.elibei.com/tv/channel/cibn?id=25
CIBN快乐购,https://live.elibei.com/tv/channel/cibn?id=26
CIBN热卖推荐,https://live.elibei.com/tv/channel/cibn?id=28
CIBN院线大片,https://live.elibei.com/tv/channel/cibn?id=29
CIBN品质生活,https://live.elibei.com/tv/channel/cibn?id=30
CIBN古装剧场,https://live.elibei.com/tv/channel/cibn?id=31
CIBN嗨播5,https://live.elibei.com/tv/channel/cibn?id=32
CIBN动漫剧场,https://live.elibei.com/tv/channel/cibn?id=33
CIBN好莱坞,https://live.elibei.com/tv/channel/cibn?id=34
CIBN家居用品,https://live.elibei.com/tv/channel/cibn?id=35
CIBN朵丫乐园,https://live.elibei.com/tv/channel/cibn?id=36
CIBN嗨播6,https://live.elibei.com/tv/channel/cibn?id=37
斗牛财经,https://live.elibei.com/tv/channel/cibn?id=38
CIBN流金岁月,https://live.elibei.com/tv/channel/cibn?id=39
CIBN嗨播7,https://live.elibei.com/tv/channel/cibn?id=40
无信号,https://live.elibei.com/tv/channel/cibn?id=41
CIBN艺术院线,https://live.elibei.com/tv/channel/cibn?id=42
CIBN嗨播8,https://live.elibei.com/tv/channel/cibn?id=43
CIBN嗨播9,https://live.elibei.com/tv/channel/cibn?id=44
CIBN嗨播10,https://live.elibei.com/tv/channel/cibn?id=45
CIBN新知,https://live.elibei.com/tv/channel/cibn?id=46
CIBN电影,https://live.elibei.com/tv/channel/cibn?id=47
中国交通,https://live.elibei.com/tv/channel/cibn?id=48
CIBN纪录片,https://live.elibei.com/tv/channel/cibn?id=49
环球奇观,https://live.elibei.com/tv/channel/cibn?id=50
视野,https://live.elibei.com/tv/channel/cibn?id=51
重庆移动,http://ott.cqccn.com/PLTV/88888888/224/3221227237/index.m3u8
重庆少儿,http://ott.cqccn.com/PLTV/88888888/224/3221227249/index.m3u8
重庆生活,http://ott.cqccn.com/PLTV/88888888/224/3221227252/index.m3u8
重庆科教,http://ott.cqccn.com/PLTV/88888888/224/3221227285/index.m3u8
重庆影视,http://ott.cqccn.com/PLTV/88888888/224/3221227297/index.m3u8
浙江影视，http://ali.m.l.cztv.com/channels/lantian/channel05/360p.m3u8
四川影视，http://183.222.99.93:80/scgctvshow.sctv.com/hdlive/sctv5/1.m3u8
安州综合,http://live.sctvcloud.com/live/anzhoutv2/playlist.m3u8
瑞丽频道,http://live.ynurl.com/video/s10021-rltv/index.m3u8
嘉佳卡通,http://vv.qwtvweb.xyz/gd.php?id=66
经济科教,http://vv.qwtvweb.xyz/gd.php?id=49
南方卫视,http://vv.qwtvweb.xyz/gd.php?id=51
广东综艺,http://vv.qwtvweb.xyz/gd.php?id=16
广东国际,http://vv.qwtvweb.xyz/gd.php?id=46
广东公共,http://vv.qwtvweb.xyz/gd.php?id=48
现代教育,http://vv.qwtvweb.xyz/gd.php?id=13
广东高尔夫,http://vv.qwtvweb.xyz/gd.php?id=68
广东房产,http://vv.qwtvweb.xyz/gd.php?id=67
广东影视,http://vv.qwtvweb.xyz/gd.php?id=53
广东移动,http://vv.qwtvweb.xyz/gd.php?id=74
广东少儿,http://vv.qwtvweb.xyz/gd.php?id=54
广州新闻,http://vv.qwtvweb.xyz/gzhou.php?id=5c7f6f73e4b01c17db18fbd3
广州综合,http://vv.qwtvweb.xyz/gzhou.php?id=5c7f7072e4b01c17db18fbd5
广州法制,http://vv.qwtvweb.xyz/gzhou.php?id=5c7f7097e4b01c17db18fbd7
广州新闻,http://vv.qwtvweb.xyz/gzhou.php?id=5c7f70b7e4b01c17db18fbd9
广州影视,http://vv.qwtvweb.xyz/gzhou.php?id=5c7f70dce4b01c17db18fbdb
广西影视,http://mobilelive.gxtv.cn/live/nn_live1003/playlist.m3u8
广西移动,http://mobilelive.gxtv.cn/live/nn_live1001/playlist.m3u8
广西购物,http://mobilelive.gxtv.cn/live/nn_live1002/playlist.m3u8
广西卫视,http://mobilelive.gxtv.cn/live/nn_live1004/playlist.m3u8
广西综艺旅游,http://mobilelive.gxtv.cn/live/nn_live1005/playlist.m3u8
广西都市,http://mobilelive.gxtv.cn/live/nn_live1006/playlist.m3u8
广西新闻,http://mobilelive.gxtv.cn/live/nn_live1007/playlist.m3u8
广西国际,http://mobilelive.gxtv.cn/live/nn_live1009/playlist.m3u8
广西科教,http://mobilelive.gxtv.cn/live/nn_live1010/playlist.m3u8
广西公共,http://mobilelive.gxtv.cn/live/nn_live1000/playlist.m3u8
河北影视，http://live5.plus.hebtv.com/hbys/sd/live.m3u8
北京影视，http://cctvalih5ca.v.myalicdn.com/wstv/btv4_2/index.m3u8
湖北影视，http://3748685648.cloudvdn.com/a.m3u8
黑龙江影视，http://stream3.hljtv.com/hljys2/sd/live.m3u8
上海影视，http://liveplay-kk.rtxapp.com/live/program/live/dsjpdhd/2300000/mnf.m3u8
重庆影视，http://sjlivecdn9.cbg.cn/202006162207/app_2/_definst_/ls_6.stream/chunklist.m3u8
安徽影视，http://zbbf2.ahtv.cn/live/subfile/submain.m3u8
湖湖南经视,http://c2.cdn.hunancatv.com/live/hnjsHD.m3u8
湖南电视,http://c2.cdn.hunancatv.com/live/hndsjHD.m3u8
湖南娱乐,http://c2.cdn.hunancatv.com/live/hnylHD.m3u8
湖南都市,http://c2.cdn.hunancatv.com/live/hndsHD.m3u8
湖南公共,http://c2.cdn.hunancatv.com/live/hnggHD.m3u8
湖南教育,http://c2.cdn.hunancatv.com/live/hnjy.m3u8
快乐购,http://c2.cdn.hunancatv.com/live/klgHD.m3u8
湖南国际,http://c2.cdn.hunancatv.com/live/hngj.m3u8
广州南国都市4K,https://aplay.gztv.com/sec/shenghuo.m3u8
广东体育台,http://9999.jilu8.cn/sk.live.otvcloud.com/otv/skcc/live/channel34/2300.m3u8
广西卫视,http://mobilelive.gxtv.cn/live/nn_live1004/playlist.m3u8
广西影视,http://mobilelive.gxtv.cn/live/nn_live1003/playlist.m3u8
广西国际,http://mobilelive.gxtv.cn/live/nn_live1009/playlist.m3u8
广西新闻,http://mobilelive.gxtv.cn/live/nn_live1007/playlist.m3u8
广西综艺,http://mobilelive.gxtv.cn/live/nn_live1005/playlist.m3u8
广西都市,http://mobilelive.gxtv.cn/live/nn_live1006/playlist.m3u8
广西科教,http://mobilelive.gxtv.cn/live/nn_live1010/playlist.m3u8
Newtv剧场,#genre#
Newtv江西,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225789/index.m3u8
Newtv山东,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225788/index.m3u8
Newtv安徽,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225790/index.m3u8
Newtv广东,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225791/index.m3u8
Newtv四川,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225793/index.m3u8
Newtv吉林,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225794/index.m3u8
Newtv广西,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225792/index.m3u8
Newtv云南,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225795/index.m3u8
Newtv吉林,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225794/index.m3u8
NewTV东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
Newtv-中国功夫,http://111.13.111.167/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226321/1.m3u8
Newtv-动作电影,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225915/1.m3u8
Newtv-农业致富,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225930/1.m3u8
Newtv-明星大片,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225929/1.m3u8
Newtv-金牌综艺,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225920/1.m3u8
Newtv-炫舞未来,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226248/1.m3u8
Newtv-爱情喜剧,http://111.13.111.167/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226322/1.m3u8
Newtv-海外剧场,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225917/1.m3u8
Newtv-家庭剧场,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225918/1.m3u8
Newtv-惊悚悬疑,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225921/1.m3u8
NewTV-超级电视剧,http://111.13.111.167/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225864/1.m3u8
Newtv-超级电视剧,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225864/1.m3u8
Newtv-超级电影,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226133/1.m3u8
Newtv-超级体育,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226157/1.m3u8
Newtv-超级综艺,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226127/1.m3u8
Newtv-搏击,http://111.13.111.167/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226320/1.m3u8
Newtv-精品记录,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225924/1.m3u8
Newtv-精品体育,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225922/1.m3u8
Newtv-潮妈辣婆,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225957/1.m3u8
超级综艺,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226231/1.m3u8
中国功夫,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226298/1.m3u8
精品大剧,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226331/1.m3u8
超级电影,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
潮妈辣婆,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226286/1.m3u8
惊梀悬疑,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226294/1.m3u8
动作电影,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226288/1.m3u8
超级体育,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226232/1.m3u8
超级剧集,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225864/1.m3u8
家庭剧场,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225918/1.m3u8
金牌综艺,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226296/1.m3u8
农业致富,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226304/1.m3u8
炫舞未来,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226248/1.m3u8
明星大片,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226295/1.m3u8
自由搏击,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226297/1.m3u8
海外综合,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226302/1.m3u8
爱情喜剧,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226299/1.m3u8
精品记录,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226293/1.m3u8
精品体育,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226328/1.m3u8
古装剧场,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226323/1.m3u8
军旅剧场,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226324/1.m3u8
军事评论,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226326/1.m3u8
健康有约,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225919/1.m3u8
轮播频道,#genre#
粤语影片1,https://cn-jssz-cmcc-live-01.bilivideo.com/live-bvc/614163/live_342827840_74242052.m3u8
粤语影片2,https://cn-jssz-cmcc-live-01.bilivideo.com/live-bvc/933996/live_88547185_8335137.m3u8
贝爷影厅经典,https://tx2play1.douyucdn.cn/live/252802rbQGaZXUQi_900p.xs?uuid=web-h5-0-252802-536492a84fc6fe0ce31e1f5fc195c66af8ba94f64e83f4fa
神乐华语-斗鱼,https://tx2play1.douyucdn.cn/live/85894rmovieChow_900p.xs?uuid=web-h5-0-85894-a3575d938a4aa3091c09ccbd5c24bf146a02074c80cec221
华数12,http://hls-ott-zhibo.wasu.tv/live/418/index.m3u8
华数14,http://hls-ott-zhibo.wasu.tv/live/442/index.m3u8
发现之旅,http://211.137.115.110:8080/gitv_live/G_FAXIANZL/G_FAXIANZL.m3u8
老故事,http://211.137.115.110:8080/gitv_live/G_LAOGUSHI/G_LAOGUSHI.m3u8
职业指南,http://211.137.115.110:8080/gitv_live/G_ZHIYEZN/G_ZHIYEZN.m3u8
中国交通频道,http://211.137.115.110:8080/gitv_live/G_ZHONGGUOJT/G_ZHONGGUOJT.m3u8
吉林篮球,http://211.137.115.110:8080/gitv_live/G_LANQIU/G_LANQIU.m3u8
熊猫频道,http://211.137.115.110:8080/gitv_live/G_XIONGMAO/G_XIONGMAO.m3u8
财富天下,http://211.137.115.110:8080/gitv_live/G_CAIFUTIANXIA/G_CAIFUTIANXIA.m3u8
电影1，http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
电影2，http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
电影3，http://hpull.kktv8.com/livekktv/104621340/playlist.m3u8
轮播电影,https://cn-jssz-cmcc-live-01.bilivideo.com/live-bvc/614163/live_342827840_74242052.m3u8
周口电影频道,https://dlhls-cdn-mp.zhanqi.tv/zqlive/80918_cr4oy.m3u8
周口电视剧频道,https://dlhls-cdn-mp.zhanqi.tv/zqlive/194839_XtiBg.m3u8
经典動漫,http://106.54.30.243/dl/YY.php?t=1349469149
經典動漫,http://106.54.30.243/dl/YY.php?t=1353098382
經典懷舊,http://106.54.30.243/dl/YY.php?t=1353518742
經典成龍李連傑周潤發,http://106.54.30.243/dl/163cc.php?t=19681748
經典搞笑,http://106.54.30.243/dl/YY.php?t=28205255
經典玄幻電影僵屍女鬼,http://106.54.30.243/dl/YY.php?t=28882933
【動漫電影】網球王子,http://106.54.30.243/dl/YY.php?t=22777075
【動漫電影】龍珠,http://106.54.30.243/dl/YY.php?t=26664495
【林正英】僵屍猛鬼24H,http://106.54.30.243/dl/YY.php?t=1393837072
【林正英】女鬼相親,http://106.54.30.243/dl/YY.php?t=24066336
【林正英】鬼片500部,http://106.54.30.243/dl/YY.php?t=1353059120
【林正英鬼片】人鬼本殊途,http://106.54.30.243/dl/YY.php?t=21803064
林正英-僵屍女鬼艷鬼,http://106.54.30.243/dl/YY.php?t=30262199
【歐美科幻電影】,http://106.54.30.243/dl/YY.php?t=37988782
【熱漫專場】,http://106.54.30.243/dl/YY.php?t=1353103539
【盜墓玄幻】24h,http://106.54.30.243/dl/YY.php?t=1352875014
【盜墓筆記】,http://106.54.30.243/dl/YY.php?t=33386733
【科幻電影】24h,http://106.54.30.243/dl/YY.php?t=35133142
【籃球火】羅誌祥,http://106.54.30.243/dl/YY.php?t=36912445
【菊椒男孩】影視解說大神,http://106.54.30.243/dl/YY.php?t=1351494949
【賭片動作片】【古惑仔】,http://106.54.30.243/dl/YY.php?t=1352469735
【阿祖】華語經典電影,http://106.54.30.243/dl/YY.php?t=25560981
【霹靂爺們兒】自創迷妳短劇,http://106.54.30.243/dl/YY.php?t=1351511282
【香港鬼片】24小時連播,http://106.54.30.243/dl/YY.php?t=1393958857
【鬼片】24h精彩,http://106.54.30.243/dl/YY.php?t=1353446734
江苏卫视,http://a.315600.xyz/dl/aqy.php?id=380175922
收视冠军,http://a.315600.xyz/dl/aqy.php?id=380128522
童年经典,http://a.315600.xyz/dl/aqy.php?id=380183622
真人秀,http://a.315600.xyz/dl/aqy.php?id=380191822
爆笑虫子,http://a.315600.xyz/dl/aqy.php?id=380221522
动画电影,http://a.315600.xyz/dl/aqy.php?id=380206422
怀旧剧场,http://a.315600.xyz/dl/aqy.php?id=401310322
经典重温,http://a.315600.xyz/dl/aqy.php?id=380115222
武林外传,http://a.315600.xyz/dl/aqy.php?id=380176022
猫和老鼠,http://a.315600.xyz/dl/aqy.php?id=380158622
蜡笔小新,http://a.315600.xyz/dl/aqy.php?id=380176322
铠甲勇士,http://a.315600.xyz/dl/aqy.php?id=380183522
炊事班的故事,http://a.315600.xyz/dl/aqy.php?id=380158222
戏曲,http://a.315600.xyz/dl/aqy.php?id=380229122
人文社会,http://a.315600.xyz/dl/aqy.php?id=380116022
